YR,SEX,AGE,POP,Agegroup
1926,2,75-79,261000,
1926,1,75-79,172000,
1926,2,80+,191000,
1926,1,80+,108000,
1927,2,<1,317000,
1927,1,<1,324000,
1927,2,01-04,1305000,
1927,1,01-04,1335000,
1927,2,05-09,1658000,
1927,1,05-09,1694000,
1927,2,10-14,1681000,
1927,1,10-14,1692000,
1927,2,15-19,1782000,
1927,1,15-19,1778000,
1927,2,20-24,1755000,
1927,1,20-24,1670000,
1927,2,25-29,1673000,
1927,1,25-29,1441000,
1927,2,30-34,1585000,
1927,1,30-34,1346000,
1927,2,35-39,1472000,
1927,1,35-39,1252000,
1927,2,40-44,1422000,
1927,1,40-44,1230000,
1927,2,45-49,1338000,
1927,1,45-49,1179000,
1927,2,50-54,1193000,
1927,1,50-54,1105000,
1927,2,55-59,983000,
1927,1,55-59,902000,
1927,2,60-64,793000,
1927,1,60-64,706000,
1927,2,65-69,613000,
1927,1,65-69,512000,
1927,2,70-74,448000,
1927,1,70-74,346000,
1927,2,75-79,271000,
1927,1,75-79,181000,
1927,2,80+,195000,
1927,1,80+,109000,
1928,2,<1,307000,
1928,1,<1,316000,
1928,2,01-04,1274000,
1928,1,01-04,1299000,
1928,2,05-09,1728000,
1928,1,05-09,1768000,
1928,2,10-14,1585000,
1928,1,10-14,1599000,
1928,2,15-19,1768000,
1928,1,15-19,1760000,
1928,2,20-24,1770000,
1928,1,20-24,1687000,
1928,2,25-29,1689000,
1928,1,25-29,1498000,
1928,2,30-34,1591000,
1928,1,30-34,1354000,
1928,2,35-39,1491000,
1928,1,35-39,1263000,
1928,2,40-44,1411000,
1928,1,40-44,1221000,
1928,2,45-49,1365000,
1928,1,45-49,1192000,
1928,2,50-54,1198000,
1928,1,50-54,1102000,
1928,2,55-59,1024000,
1928,1,55-59,932000,
1928,2,60-64,804000,
1928,1,60-64,717000,
1928,2,65-69,643000,
1928,1,65-69,536000,
1928,2,70-74,455000,
1928,1,70-74,349000,
1928,2,75-79,282000,
1928,1,75-79,191000,
1928,2,80+,201000,
1928,1,80+,113000,
1929,2,<1,304000,
1929,1,<1,312000,
1929,2,01-04,1235000,
1929,1,01-04,1263000,
1929,2,05-09,1786000,
1929,1,05-09,1824000,
1929,2,10-14,1490000,
1929,1,10-14,1511000,
1929,2,15-19,1760000,
1929,1,15-19,1746000,
1929,2,20-24,1785000,
1929,1,20-24,1710000,
1929,2,25-29,1703000,
1929,1,25-29,1550000,
1929,2,30-34,1599000,
1929,1,30-34,1369000,
1929,2,35-39,1497000,
1929,1,35-39,1268000,
1929,2,40-44,1426000,
1929,1,40-44,1226000,
1929,2,45-49,1356000,
1929,1,45-49,1181000,
1929,2,50-54,1226000,
1929,1,50-54,1107000,
1929,2,55-59,1040000,
1929,1,55-59,949000,
1929,2,60-64,831000,
1929,1,60-64,739000,
1929,2,65-69,656000,
1929,1,65-69,547000,
1929,2,70-74,466000,
1929,1,70-74,357000,
1929,2,75-79,278000,
1929,1,75-79,189000,
1929,2,80+,201000,
1929,1,80+,113000,
1930,2,<1,303000,
1930,1,<1,309000,
1930,2,01-04,1208000,
1930,1,01-04,1236000,
1930,2,05-09,1697000,
1930,1,05-09,1734000,
1930,2,10-14,1544000,
1930,1,10-14,1576000,
1930,2,15-19,1746000,
1930,1,15-19,1732000,
1930,2,20-24,1786000,
1930,1,20-24,1714000,
1930,2,25-29,1713000,
1930,1,25-29,1596000,
1930,2,30-34,1612000,
1930,1,30-34,1405000,
1930,2,35-39,1527000,
1930,1,35-39,1287000,
1930,2,40-44,1412000,
1930,1,40-44,1217000,
1930,2,45-49,1380000,
1930,1,45-49,1191000,
1930,2,50-54,1230000,
1930,1,50-54,1106000,
1930,2,55-59,1079000,
1930,1,55-59,974000,
1930,2,60-64,834000,
1930,1,60-64,745000,
1930,2,65-69,693000,
1930,1,65-69,578000,
1930,2,70-74,470000,
1930,1,70-74,362000,
1930,2,75-79,293000,
1930,1,75-79,199000,
1930,2,80+,202000,
1930,1,80+,111000,
1931,2,<1,301200,
1931,1,<1,310900,
1931,2,01-04,1187900,
1931,1,01-04,1211800,
1931,2,05-09,1633900,
1931,1,05-09,1664900,
1931,2,10-14,1600200,
1931,1,10-14,1634800,
1931,2,15-19,1712500,
1931,1,15-19,1697700,
1931,2,20-24,1787000,
1931,1,20-24,1706200,
1931,2,25-29,1733500,
1931,1,25-29,1643600,
1931,2,30-34,1620200,
1931,1,30-34,1445500,
1931,2,35-39,1519300,
1931,1,35-39,1278700,
1931,2,40-44,1439900,
1931,1,40-44,1234300,
1931,2,45-49,1364700,
1931,1,45-49,1171700,
1931,2,50-54,1261200,
1931,1,50-54,1116100,
1931,2,55-59,1084300,
1931,1,55-59,978700,
1931,2,60-64,887800,
1931,1,60-64,787600,
1931,2,65-69,690600,
1931,1,65-69,576000,
1931,2,70-74,493900,
1931,1,70-74,379300,
1931,2,75-79,299400,
1931,1,75-79,205900,
1931,2,80+,210500,
1931,1,80+,116300,
1932,2,<1,292100,
1932,1,<1,302600,
1932,2,01-04,1178200,
1932,1,01-04,1205200,
1932,2,05-09,1578400,
1932,1,05-09,1606800,
1932,2,10-14,1656200,
1932,1,10-14,1692000,
1932,2,15-19,1659800,
1932,1,15-19,1653200,
1932,2,20-24,1780200,
1932,1,20-24,1706900,
1932,2,25-29,1751800,
1932,1,25-29,1663400,
1932,2,30-34,1641400,
1932,1,30-34,1512200,
1932,2,35-39,1532100,
1932,1,35-39,1289200,
1932,2,40-44,1448100,
1932,1,40-44,1239100,
1932,2,45-49,1371700,
1932,1,45-49,1174500,
1932,2,50-54,1276700,
1932,1,50-54,1122200,
1932,2,55-59,1106500,
1932,1,55-59,994700,
1932,2,60-64,907400,
1932,1,60-64,806200,
1932,2,65-69,707100,
1932,1,65-69,591400,
1932,2,70-74,508500,
1932,1,70-74,389900,
1932,2,75-79,308900,
1932,1,75-79,211300,
1932,2,80+,215900,
1932,1,80+,119200,
1933,2,<1,279900,
1933,1,<1,289800,
1933,2,01-04,1167100,
1933,1,01-04,1196800,
1933,2,05-09,1538500,
1933,1,05-09,1566400,
1933,2,10-14,1721200,
1933,1,10-14,1757400,
1933,2,15-19,1573400,
1933,1,15-19,1571900,
1933,2,20-24,1769600,
1933,1,20-24,1699400,
1933,2,25-29,1769500,
1933,1,25-29,1680300,
1933,2,30-34,1663400,
1933,1,30-34,1570800,
1933,2,35-39,1545500,
1933,1,35-39,1301300,
1933,2,40-44,1456100,
1933,1,40-44,1240600,
1933,2,45-49,1378300,
1933,1,45-49,1178300,
1933,2,50-54,1288100,
1933,1,50-54,1124000,
1933,2,55-59,1128600,
1933,1,55-59,1008700,
1933,2,60-64,927900,
1933,1,60-64,824300,
1933,2,65-69,725500,
1933,1,65-69,608200,
1933,2,70-74,521700,
1933,1,70-74,400200,
1933,2,75-79,318200,
1933,1,75-79,216100,
1933,2,80+,220500,
1933,1,80+,122000,
1934,2,<1,272300,
1934,1,<1,282200,
1934,2,01-04,1143100,
1934,1,01-04,1174300,
1934,2,05-09,1505500,
1934,1,05-09,1532700,
1934,2,10-14,1779300,
1934,1,10-14,1812200,
1934,2,15-19,1482500,
1934,1,15-19,1487300,
1934,2,20-24,1763300,
1934,1,20-24,1694200,
1934,2,25-29,1780700,
1934,1,25-29,1693800,
1934,2,30-34,1684600,
1934,1,30-34,1615200,
1934,2,35-39,1559900,
1934,1,35-39,1324500,
1934,2,40-44,1464400,
1934,1,40-44,1240700,
1934,2,45-49,1385200,
1934,1,45-49,1184600,
1934,2,50-54,1297000,
1934,1,50-54,1122400,
1934,2,55-59,1149900,
1934,1,55-59,1019800,
1934,2,60-64,948500,
1934,1,60-64,840700,
1934,2,65-69,744400,
1934,1,65-69,625900,
1934,2,70-74,536000,
1934,1,70-74,411000,
1934,2,75-79,328700,
1934,1,75-79,223600,
1934,2,80+,229700,
1934,1,80+,126900,
1935,2,<1,276900,
1935,1,<1,289400,
1935,2,01-04,1116600,
1935,1,01-04,1149600,
1935,2,05-09,1482300,
1935,1,05-09,1508500,
1935,2,10-14,1692200,
1935,1,10-14,1719700,
1935,2,15-19,1538700,
1935,1,15-19,1550100,
1935,2,20-24,1754200,
1935,1,20-24,1690100,
1935,2,25-29,1784200,
1935,1,25-29,1704500,
1935,2,30-34,1705800,
1935,1,30-34,1641100,
1935,2,35-39,1577000,
1935,1,35-39,1368800,
1935,2,40-44,1475600,
1935,1,40-44,1243100,
1935,2,45-49,1395000,
1935,1,45-49,1193800,
1935,2,50-54,1306400,
1935,1,50-54,1121900,
1935,2,55-59,1171900,
1935,1,55-59,1030600,
1935,2,60-64,971700,
1935,1,60-64,857100,
1935,2,65-69,764100,
1935,1,65-69,644900,
1935,2,70-74,552600,
1935,1,70-74,423700,
1935,2,75-79,339500,
1935,1,75-79,230800,
1935,2,80+,240300,
1935,1,80+,132300,
1936,2,<1,280700,
1936,1,<1,292000,
1936,2,01-04,1093900,
1936,1,01-04,1131500,
1936,2,05-09,1463800,
1936,1,05-09,1492200,
1936,2,10-14,1628300,
1936,1,10-14,1653100,
1936,2,15-19,1603000,
1936,1,15-19,1615600,
1936,2,20-24,1719600,
1936,1,20-24,1660600,
1936,2,25-29,1787000,
1936,1,25-29,1706800,
1936,2,30-34,1724300,
1936,1,30-34,1652100,
1936,2,35-39,1598100,
1936,1,35-39,1423200,
1936,2,40-44,1490800,
1936,1,40-44,1249700,
1936,2,45-49,1406200,
1936,1,45-49,1204900,
1936,2,50-54,1315100,
1936,1,50-54,1125400,
1936,2,55-59,1191400,
1936,1,55-59,1041700,
1936,2,60-64,993800,
1936,1,60-64,872900,
1936,2,65-69,784900,
1936,1,65-69,663700,
1936,2,70-74,568800,
1936,1,70-74,434700,
1936,2,75-79,350600,
1936,1,75-79,236100,
1936,2,80+,247700,
1936,1,80+,135400,
1937,2,<1,283900,
1937,1,<1,296300,
1937,2,01-04,1085200,
1937,1,01-04,1124100,
1937,2,05-09,1445400,
1937,1,05-09,1477200,
1937,2,10-14,1575000,
1937,1,10-14,1596300,
1937,2,15-19,1662100,
1937,1,15-19,1677200,
1937,2,20-24,1670600,
1937,1,20-24,1630500,
1937,2,25-29,1778600,
1937,1,25-29,1709300,
1937,2,30-34,1738800,
1937,1,30-34,1669000,
1937,2,35-39,1616500,
1937,1,35-39,1482600,
1937,2,40-44,1504100,
1937,1,40-44,1259600,
1937,2,45-49,1416200,
1937,1,45-49,1213100,
1937,2,50-54,1322500,
1937,1,50-54,1129500,
1937,2,55-59,1207500,
1937,1,55-59,1046800,
1937,2,60-64,1014900,
1937,1,60-64,885800,
1937,2,65-69,805700,
1937,1,65-69,680900,
1937,2,70-74,584100,
1937,1,70-74,446300,
1937,2,75-79,360500,
1937,1,75-79,242700,
1937,2,80+,254400,
1937,1,80+,137800,
1938,2,<1,290100,
1938,1,<1,302800,
1938,2,01-04,1090400,
1938,1,01-04,1130900,
1938,2,05-09,1425000,
1938,1,05-09,1455200,
1938,2,10-14,1537700,
1938,1,10-14,1555800,
1938,2,15-19,1730900,
1938,1,15-19,1741800,
1938,2,20-24,1588400,
1938,1,20-24,1560700,
1938,2,25-29,1766000,
1938,1,25-29,1703200,
1938,2,30-34,1752500,
1938,1,30-34,1683300,
1938,2,35-39,1635100,
1938,1,35-39,1535500,
1938,2,40-44,1520100,
1938,1,40-44,1272500,
1938,2,45-49,1428000,
1938,1,45-49,1217600,
1938,2,50-54,1331700,
1938,1,50-54,1135100,
1938,2,55-59,1220600,
1938,1,55-59,1048600,
1938,2,60-64,1038200,
1938,1,60-64,898300,
1938,2,65-69,828500,
1938,1,65-69,697500,
1938,2,70-74,602600,
1938,1,70-74,461200,
1938,2,75-79,371300,
1938,1,75-79,248900,
1938,2,80+,265900,
1938,1,80+,143100,
1939,2,<1,291700,
1939,1,<1,304200,
1939,2,01-04,1112100,
1939,1,01-04,1155900,
1939,2,05-09,1397400,
1939,1,05-09,1430600,
1939,2,10-14,1508600,
1939,1,10-14,1525400,
1939,2,15-19,1795900,
1939,1,15-19,1755300,
1939,2,20-24,1505400,
1939,1,20-24,1399500,
1939,2,25-29,1763500,
1939,1,25-29,1658600,
1939,2,30-34,1764900,
1939,1,30-34,1670800,
1939,2,35-39,1658800,
1939,1,35-39,1566300,
1939,2,40-44,1541500,
1939,1,40-44,1292800,
1939,2,45-49,1443500,
1939,1,45-49,1220100,
1939,2,50-54,1344500,
1939,1,50-54,1147200,
1939,2,55-59,1233300,
1939,1,55-59,1049600,
1939,2,60-64,1063700,
1939,1,60-64,913000,
1939,2,65-69,854000,
1939,1,65-69,715400,
1939,2,70-74,623100,
1939,1,70-74,479000,
1939,2,75-79,381100,
1939,1,75-79,255100,
1939,2,80+,275500,
1939,1,80+,148700,
1940,2,<1,284000,
1940,1,<1,297000,
1940,2,01-04,1128000,
1940,1,01-04,1172000,
1940,2,05-09,1380000,
1940,1,05-09,1417000,
1940,2,10-14,1488000,
1940,1,10-14,1506000,
1940,2,15-19,1712000,
1940,1,15-19,1588000,
1940,2,20-24,1566000,
1940,1,20-24,763000,
1940,2,25-29,1762000,
1940,1,25-29,1280000,
1940,2,30-34,1773000,
1940,1,30-34,1501000,
1940,2,35-39,1684000,
1940,1,35-39,1497000,
1940,2,40-44,1558000,
1940,1,40-44,1288000,
1940,2,45-49,1455000,
1940,1,45-49,1193000,
1940,2,50-54,1356000,
1940,1,50-54,1147000,
1940,2,55-59,1244000,
1940,1,55-59,1052000,
1940,2,60-64,1085000,
1940,1,60-64,922000,
1940,2,65-69,869000,
1940,1,65-69,724000,
1940,2,70-74,631000,
1940,1,70-74,487000,
1940,2,75-79,390000,
1940,1,75-79,259000,
1940,2,80-84,194000,
1940,1,80-84,110000,
1940,2,85+,87000,
1940,1,85+,40000,
1941,2,<1,268000,
1941,1,<1,280000,
1941,2,01-04,1125000,
1941,1,01-04,1169000,
1941,2,05-09,1358000,
1941,1,05-09,1399000,
1941,2,10-14,1461000,
1941,1,10-14,1482000,
1941,2,15-19,1617000,
1941,1,15-19,1444000,
1941,2,20-24,1574000,
1941,1,20-24,580000,
1941,2,25-29,1704000,
1941,1,25-29,879000,
1941,2,30-34,1760000,
1941,1,30-34,1241000,
1941,2,35-39,1691000,
1941,1,35-39,1431000,
1941,2,40-44,1567000,
1941,1,40-44,1333000,
1941,2,45-49,1462000,
1941,1,45-49,1202000,
1941,2,50-54,1362000,
1941,1,50-54,1161000,
1941,2,55-59,1251000,
1941,1,55-59,1052000,
1941,2,60-64,1103000,
1941,1,60-64,924000,
1941,2,65-69,882000,
1941,1,65-69,728000,
1941,2,70-74,641000,
1941,1,70-74,500000,
1941,2,75-79,401000,
1941,1,75-79,268000,
1941,2,80-84,199000,
1941,1,80-84,113000,
1941,2,85+,89000,
1941,1,85+,42000,
1942,2,<1,288000,
1942,1,<1,302000,
1942,2,01-04,1112000,
1942,1,01-04,1158000,
1942,2,05-09,1355000,
1942,1,05-09,1398000,
1942,2,10-14,1446000,
1942,1,10-14,1467000,
1942,2,15-19,1517000,
1942,1,15-19,1350000,
1942,2,20-24,1531000,
1942,1,20-24,542000,
1942,2,25-29,1633000,
1942,1,25-29,781000,
1942,2,30-34,1747000,
1942,1,30-34,1100000,
1942,2,35-39,1709000,
1942,1,35-39,1319000,
1942,2,40-44,1585000,
1942,1,40-44,1332000,
1942,2,45-49,1475000,
1942,1,45-49,1206000,
1942,2,50-54,1373000,
1942,1,50-54,1158000,
1942,2,55-59,1262000,
1942,1,55-59,1056000,
1942,2,60-64,1124000,
1942,1,60-64,932000,
1942,2,65-69,903000,
1942,1,65-69,741000,
1942,2,70-74,662000,
1942,1,70-74,517000,
1942,2,75-79,416000,
1942,1,75-79,279000,
1942,2,80-84,208000,
1942,1,80-84,119000,
1942,2,85+,95000,
1942,1,85+,45000,
1943,2,<1,318000,
1943,1,<1,334000,
1943,2,01-04,1112000,
1943,1,01-04,1157000,
1943,2,05-09,1370000,
1943,1,05-09,1417000,
1943,2,10-14,1425000,
1943,1,10-14,1450000,
1943,2,15-19,1472000,
1943,1,15-19,1195000,
1943,2,20-24,1516000,
1943,1,20-24,491000,
1943,2,25-29,1540000,
1943,1,25-29,645000,
1943,2,30-34,1738000,
1943,1,30-34,966000,
1943,2,35-39,1726000,
1943,1,35-39,1229000,
1943,2,40-44,1605000,
1943,1,40-44,1341000,
1943,2,45-49,1490000,
1943,1,45-49,1203000,
1943,2,50-54,1386000,
1943,1,50-54,1154000,
1943,2,55-59,1276000,
1943,1,55-59,1058000,
1943,2,60-64,1140000,
1943,1,60-64,933000,
1943,2,65-69,928000,
1943,1,65-69,755000,
1943,2,70-74,684000,
1943,1,70-74,534000,
1943,2,75-79,434000,
1943,1,75-79,295000,
1943,2,80-84,219000,
1943,1,80-84,126000,
1943,2,85+,105000,
1943,1,85+,51000,
1944,2,<1,336000,
1944,1,<1,353000,
1944,2,01-04,1140000,
1944,1,01-04,1189000,
1944,2,05-09,1390000,
1944,1,05-09,1438000,
1944,2,10-14,1398000,
1944,1,10-14,1427000,
1944,2,15-19,1460000,
1944,1,15-19,1157000,
1944,2,20-24,1559000,
1944,1,20-24,513000,
1944,2,25-29,1439000,
1944,1,25-29,518000,
1944,2,30-34,1731000,
1944,1,30-34,896000,
1944,2,35-39,1738000,
1944,1,35-39,1181000,
1944,2,40-44,1628000,
1944,1,40-44,1350000,
1944,2,45-49,1505000,
1944,1,45-49,1215000,
1944,2,50-54,1397000,
1944,1,50-54,1153000,
1944,2,55-59,1286000,
1944,1,55-59,1061000,
1944,2,60-64,1152000,
1944,1,60-64,932000,
1944,2,65-69,947000,
1944,1,65-69,763000,
1944,2,70-74,702000,
1944,1,70-74,546000,
1944,2,75-79,449000,
1944,1,75-79,308000,
1944,2,80-84,226000,
1944,1,80-84,132000,
1944,2,85+,114000,
1944,1,85+,56000,
1945,2,<1,334000,
1945,1,<1,354000,
1945,2,01-04,1193000,
1945,1,01-04,1246000,
1945,2,05-09,1397000,
1945,1,05-09,1446000,
1945,2,10-14,1375000,
1945,1,10-14,1410000,
1945,2,15-19,1443000,
1945,1,15-19,1145000,
1945,2,20-24,1483000,
1945,1,20-24,478000,
1945,2,25-29,1474000,
1945,1,25-29,535000,
1945,2,30-34,1721000,
1945,1,30-34,857000,
1945,2,35-39,1742000,
1945,1,35-39,1135000,
1945,2,40-44,1650000,
1945,1,40-44,1323000,
1945,2,45-49,1521000,
1945,1,45-49,1263000,
1945,2,50-54,1409000,
1945,1,50-54,1154000,
1945,2,55-59,1298000,
1945,1,55-59,1074000,
1945,2,60-64,1163000,
1945,1,60-64,934000,
1945,2,65-69,972000,
1945,1,65-69,771000,
1945,2,70-74,720000,
1945,1,70-74,557000,
1945,2,75-79,462000,
1945,1,75-79,321000,
1945,2,80-84,238000,
1945,1,80-84,138000,
1945,2,85+,121000,
1945,1,85+,59000,
1946,2,<1,341000,
1946,1,<1,360000,
1946,2,01-04,1251000,
1946,1,01-04,1311000,
1946,2,05-09,1387000,
1946,1,05-09,1435000,
1946,2,10-14,1336000,
1946,1,10-14,1371000,
1946,2,15-19,1462000,
1946,1,15-19,1184000,
1946,2,20-24,1560000,
1946,1,20-24,762000,
1946,2,25-29,1593000,
1946,1,25-29,1215000,
1946,2,30-34,1712000,
1946,1,30-34,1457000,
1946,2,35-39,1750000,
1946,1,35-39,1592000,
1946,2,40-44,1653000,
1946,1,40-44,1550000,
1946,2,45-49,1544000,
1946,1,45-49,1334000,
1946,2,50-54,1403000,
1946,1,50-54,1168000,
1946,2,55-59,1276000,
1946,1,55-59,1064000,
1946,2,60-64,1151000,
1946,1,60-64,928000,
1946,2,65-69,977000,
1946,1,65-69,774000,
1946,2,70-74,742000,
1946,1,70-74,575000,
1946,2,75-79,472000,
1946,1,75-79,331000,
1946,2,80-84,246000,
1946,1,80-84,147000,
1946,2,85+,123000,
1946,1,85+,58000,
1947,2,<1,425000,
1947,1,<1,447000,
1947,2,01-04,1291000,
1947,1,01-04,1359000,
1947,2,05-09,1392000,
1947,1,05-09,1444000,
1947,2,10-14,1354000,
1947,1,10-14,1399000,
1947,2,15-19,1424000,
1947,1,15-19,1098000,
1947,2,20-24,1531000,
1947,1,20-24,1075000,
1947,2,25-29,1653000,
1947,1,25-29,1488000,
1947,2,30-34,1658000,
1947,1,30-34,1557000,
1947,2,35-39,1741000,
1947,1,35-39,1661000,
1947,2,40-44,1669000,
1947,1,40-44,1598000,
1947,2,45-49,1561000,
1947,1,45-49,1401000,
1947,2,50-54,1413000,
1947,1,50-54,1179000,
1947,2,55-59,1286000,
1947,1,55-59,1071000,
1947,2,60-64,1158000,
1947,1,60-64,930000,
1947,2,65-69,996000,
1947,1,65-69,779000,
1947,2,70-74,759000,
1947,1,70-74,580000,
1947,2,75-79,486000,
1947,1,75-79,340000,
1947,2,80-84,252000,
1947,1,80-84,149000,
1947,2,85+,125000,
1947,1,85+,57000,
1948,2,<1,383000,
1948,1,<1,402000,
1948,2,01-04,1397000,
1948,1,01-04,1470000,
1948,2,05-09,1416000,
1948,1,05-09,1473000,
1948,2,10-14,1368000,
1948,1,10-14,1415000,
1948,2,15-19,1410000,
1948,1,15-19,1143000,
1948,2,20-24,1522000,
1948,1,20-24,1374000,
1948,2,25-29,1717000,
1948,1,25-29,1636000,
1948,2,30-34,1572000,
1948,1,30-34,1512000,
1948,2,35-39,1733000,
1948,1,35-39,1676000,
1948,2,40-44,1686000,
1948,1,40-44,1637000,
1948,2,45-49,1581000,
1948,1,45-49,1452000,
1948,2,50-54,1429000,
1948,1,50-54,1213000,
1948,2,55-59,1302000,
1948,1,55-59,1081000,
1948,2,60-64,1168000,
1948,1,60-64,939000,
1948,2,65-69,1009000,
1948,1,65-69,783000,
1948,2,70-74,781000,
1948,1,70-74,589000,
1948,2,75-79,506000,
1948,1,75-79,355000,
1948,2,80-84,265000,
1948,1,80-84,158000,
1948,2,85+,135000,
1948,1,85+,62000,
1949,2,<1,356000,
1949,1,<1,375000,
1949,2,01-04,1447000,
1949,1,01-04,1523000,
1949,2,05-09,1457000,
1949,1,05-09,1519000,
1949,2,10-14,1387000,
1949,1,10-14,1433000,
1949,2,15-19,1397000,
1949,1,15-19,1137000,
1949,2,20-24,1507000,
1949,1,20-24,1389000,
1949,2,25-29,1770000,
1949,1,25-29,1702000,
1949,2,30-34,1483000,
1949,1,30-34,1433000,
1949,2,35-39,1727000,
1949,1,35-39,1675000,
1949,2,40-44,1700000,
1949,1,40-44,1661000,
1949,2,45-49,1596000,
1949,1,45-49,1488000,
1949,2,50-54,1455000,
1949,1,50-54,1251000,
1949,2,55-59,1311000,
1949,1,55-59,1082000,
1949,2,60-64,1179000,
1949,1,60-64,944000,
1949,2,65-69,1020000,
1949,1,65-69,783000,
1949,2,70-74,796000,
1949,1,70-74,593000,
1949,2,75-79,520000,
1949,1,75-79,364000,
1949,2,80-84,272000,
1949,1,80-84,163000,
1949,2,85+,140000,
1949,1,85+,65000,
1950,2,<1,341000,
