YR,SEX,AGE,POP,Agegroup
1994,1,30-34,1985600,
1994,1,35-39,1736000,
1994,1,40-44,1665400,
1994,1,45-49,1791800,
1994,1,50-54,1426900,
1994,1,55-59,1316700,
1994,1,60-64,1210400,
1994,1,65-69,1109800,
1994,1,70-74,998700,
1994,1,75-79,582700,
1994,1,80-84,401900,
1994,1,85+,222300,
1995,2,<1,315600,
1995,2,01-04,1327300,
1995,2,05-09,1650100,
1995,2,10-14,1562600,
1995,2,15-19,1473800,
1995,2,20-24,1712000,
1995,2,25-29,2004900,
1995,2,30-34,2051000,
1995,2,35-39,1802500,
1995,2,40-44,1667700,
1995,2,45-49,1821800,
1995,2,50-54,1479200,
1995,2,55-59,1341800,
1995,2,60-64,1258900,
1995,2,65-69,1247900,
1995,2,70-74,1235300,
1995,2,75-79,933200,
1995,2,80-84,767800,
1995,2,85+,672200,
1995,1,<1,332100,
1995,1,01-04,1392200,
1995,1,05-09,1724700,
1995,1,10-14,1633400,
1995,1,15-19,1518800,
1995,1,20-24,1737300,
1995,1,25-29,1994300,
1995,1,30-34,2027900,
1995,1,35-39,1781900,
1995,1,40-44,1650800,
1995,1,45-49,1808500,
1995,1,50-54,1471100,
1995,1,55-59,1324300,
1995,1,60-64,1206700,
1995,1,65-69,1107100,
1995,1,70-74,971300,
1995,1,75-79,623000,
1995,1,80-84,407900,
1995,1,85+,233100,
1996,2,<1,309800,
1996,2,01-04,1300300,
1996,2,05-09,1671000,
1996,2,10-14,1571600,
1996,2,15-19,1501400,
1996,2,20-24,1633000,
1996,2,25-29,1979700,
1996,2,30-34,2075800,
1996,2,35-39,1853900,
1996,2,40-44,1673800,
1996,2,45-49,1825400,
1996,2,50-54,1544400,
1996,2,55-59,1333900,
1996,2,60-64,1252200,
1996,2,65-69,1240200,
1996,2,70-74,1196500,
1996,2,75-79,975400,
1996,2,80-84,758600,
1996,2,85+,683700,
1996,1,<1,326800,
1996,1,01-04,1367900,
1996,1,05-09,1747300,
1996,1,10-14,1645900,
1996,1,15-19,1543600,
1996,1,20-24,1658300,
1996,1,25-29,1969900,
1996,1,30-34,2050200,
1996,1,35-39,1833700,
1996,1,40-44,1655400,
1996,1,45-49,1809800,
1996,1,50-54,1534200,
1996,1,55-59,1314800,
1996,1,60-64,1205000,
1996,1,65-69,1105600,
1996,1,70-74,953600,
1996,1,75-79,659900,
1996,1,80-84,407300,
1996,1,85+,240500,
1997,2,<1,316300,
1997,2,01-04,1273000,
1997,2,05-09,1680400,
1997,2,10-14,1590900,
1997,2,15-19,1534300,
1997,2,20-24,1560600,
1997,2,25-29,1945200,
1997,2,30-34,2087900,
1997,2,35-39,1903400,
1997,2,40-44,1695600,
1997,2,45-49,1744400,
1997,2,50-54,1672600,
1997,2,55-59,1340100,
1997,2,60-64,1256600,
1997,2,65-69,1230300,
1997,2,70-74,1168600,
1997,2,75-79,1015000,
1997,2,80-84,736900,
1997,2,85+,694300,
1997,1,<1,332900,
1997,1,01-04,1340500,
1997,1,05-09,1760200,
1997,1,10-14,1666600,
1997,1,15-19,1576700,
1997,1,20-24,1580200,
1997,1,25-29,1931900,
1997,1,30-34,2063500,
1997,1,35-39,1879900,
1997,1,40-44,1675700,
1997,1,45-49,1723400,
1997,1,50-54,1659900,
1997,1,55-59,1317800,
1997,1,60-64,1212500,
1997,1,65-69,1104400,
1997,1,70-74,942800,
1997,1,75-79,695100,
1997,1,80-84,399900,
1997,1,85+,249300,
1998,2,<1,308000,
1998,2,01-04,1263600,
1998,2,05-09,1670700,
1998,2,10-14,1618800,
1998,2,15-19,1560700,
1998,2,20-24,1516700,
1998,2,25-29,1902300,
1998,2,30-34,2080700,
1998,2,35-39,1951900,
1998,2,40-44,1725000,
1998,2,45-49,1693200,
1998,2,50-54,1747000,
1998,2,55-59,1367500,
1998,2,60-64,1272400,
1998,2,65-69,1220500,
1998,2,70-74,1149600,
1998,2,75-79,1059700,
1998,2,80-84,699900,
1998,2,85+,711200,
1998,1,<1,323400,
1998,1,01-04,1330600,
1998,1,05-09,1752200,
1998,1,10-14,1698700,
1998,1,15-19,1604200,
1998,1,20-24,1530300,
1998,1,25-29,1886600,
1998,1,30-34,2055700,
1998,1,35-39,1924200,
1998,1,40-44,1703200,
1998,1,45-49,1671400,
1998,1,50-54,1729000,
1998,1,55-59,1343500,
1998,1,60-64,1230500,
1998,1,65-69,1102600,
1998,1,70-74,938600,
1998,1,75-79,732400,
1998,1,80-84,383100,
1998,1,85+,260500,
1999,2,<1,304500,
1999,2,01-04,1251100,
1999,2,05-09,1663600,
1999,2,10-14,1644400,
1999,2,15-19,1566600,
1999,2,20-24,1516900,
1999,2,25-29,1850900,
1999,2,30-34,2069200,
1999,2,35-39,2004000,
1999,2,40-44,1759100,
1999,2,45-49,1673900,
1999,2,50-54,1781900,
1999,2,55-59,1407000,
1999,2,60-64,1292100,
1999,2,65-69,1206700,
1999,2,70-74,1138000,
1999,2,75-79,1084100,
1999,2,80-84,675000,
1999,2,85+,721100,
1999,1,<1,320600,
1999,1,01-04,1315100,
1999,1,05-09,1747100,
1999,1,10-14,1724100,
1999,1,15-19,1614500,
1999,1,20-24,1530000,
1999,1,25-29,1836100,
1999,1,30-34,2044200,
1999,1,35-39,1974000,
1999,1,40-44,1737400,
1999,1,45-49,1649700,
1999,1,50-54,1760500,
1999,1,55-59,1383000,
1999,1,60-64,1249900,
1999,1,65-69,1098800,
1999,1,70-74,937500,
1999,1,75-79,755400,
1999,1,80-84,376300,
1999,1,85+,269300,
2000,2,<1,296000,
2000,2,01-04,1241300,
2000,2,05-09,1639700,
2000,2,10-14,1655800,
2000,2,15-19,1562700,
2000,2,20-24,1540000,
2000,2,25-29,1809900,
2000,2,30-34,2049300,
2000,2,35-39,2053700,
2000,2,40-44,1805200,
2000,2,45-49,1664600,
2000,2,50-54,1803400,
2000,2,55-59,1454500,
2000,2,60-64,1304400,
2000,2,65-69,1198100,
2000,2,70-74,1134000,
2000,2,75-79,1049800,
2000,2,80-84,708500,
2000,2,85+,731000,
2000,1,<1,310700,
2000,1,01-04,1302600,
2000,1,05-09,1725300,
2000,1,10-14,1736600,
2000,1,15-19,1624100,
2000,1,20-24,1547800,
2000,1,25-29,1795600,
2000,1,30-34,2027100,
2000,1,35-39,2019100,
2000,1,40-44,1782700,
2000,1,45-49,1636900,
2000,1,50-54,1775900,
2000,1,55-59,1428700,
2000,1,60-64,1259200,
2000,1,65-69,1099700,
2000,1,70-74,940500,
2000,1,75-79,740900,
2000,1,80-84,407600,
2000,1,85+,277000,
2001,1,,300956,<1
2001,1,,1281489,01-04
2001,1,,1693702,05-09
2001,1,,1759516,10-14
2001,1,,1652119,15-19
2001,1,,1579211,20-24
2001,1,,1741892,25-29
2001,1,,2016085,30-34
2001,1,,2049687,35-39
2001,1,,1831198,40-44
2001,1,,1643894,45-49
2001,1,,1770895,50-54
2001,1,,1491994,55-59
2001,1,,1251730,60-64
2001,1,,1104859,65-69
2001,1,,946760,70-74
2001,1,,734052,75-79
2001,1,,441267,80-84
2001,1,,282952,85+
2001,2,,288138,<1
2001,2,,1220420,01-04
2001,2,,1612265,05-09
2001,2,,1674885,10-14
2001,2,,1578418,15-19
2001,2,,1577685,20-24
2001,2,,1744662,25-29
2001,2,,2033424,30-34
2001,2,,2081985,35-39
2001,2,,1853349,40-44
2001,2,,1670133,45-49
2001,2,,1801328,50-54
2001,2,,1520020,55-59
2001,2,,1297331,60-64
2001,2,,1194005,65-69
2001,2,,1131760,70-74
2001,2,,1020415,75-79
2001,2,,750954,80-84
2001,2,,734543,85+
2002,1,,301650,<1
2002,1,,1255034,01-04
2002,1,,1680905,05-09
2002,1,,1767576,10-14
2002,1,,1690289,15-19
2002,1,,1612791,20-24
2002,1,,1689640,25-29
2002,1,,1984580,30-34
2002,1,,2074276,35-39
2002,1,,1886514,40-44
2002,1,,1657606,45-49
2002,1,,1693608,50-54
2002,1,,1610429,55-59
2002,1,,1252983,60-64
2002,1,,1114962,65-69
2002,1,,950889,70-74
2002,1,,731492,75-79
2002,1,,468101,80-84
2002,1,,284793,85+
2002,2,,287641,<1
2002,2,,1200003,01-04
2002,2,,1598436,05-09
2002,2,,1687343,10-14
2002,2,,1603116,15-19
2002,2,,1617800,20-24
2002,2,,1681071,25-29
2002,2,,2010113,30-34
2002,2,,2103784,35-39
2002,2,,1905417,40-44
2002,2,,1688650,45-49
2002,2,,1727163,50-54
2002,2,,1642471,55-59
2002,2,,1301110,60-64
2002,2,,1199489,65-69
2002,2,,1126589,70-74
2002,2,,999040,75-79
2002,2,,785711,80-84
2002,2,,729078,85+
2003,1,,311829,<1
2003,1,,1238689,01-04
2003,1,,1671117,05-09
2003,1,,1763442,10-14
2003,1,,1723399,15-19
2003,1,,1652211,20-24
2003,1,,1653519,25-29
2003,1,,1950825,30-34
2003,1,,2080007,35-39
2003,1,,1930886,40-44
2003,1,,1691636,45-49
2003,1,,1641392,50-54
2003,1,,1676988,55-59
2003,1,,1276778,60-64
2003,1,,1130897,65-69
2003,1,,953520,70-74
2003,1,,732440,75-79
2003,1,,493128,80-84
2003,1,,281406,85+
2003,2,,295008,<1
2003,2,,1182037,01-04
2003,2,,1591024,05-09
2003,2,,1683264,10-14
2003,2,,1645700,15-19
2003,2,,1654080,20-24
2003,2,,1647056,25-29
2003,2,,1974793,30-34
2003,2,,2100222,35-39
2003,2,,1955037,40-44
2003,2,,1718698,45-49
2003,2,,1672665,50-54
2003,2,,1711018,55-59
2003,2,,1328312,60-64
2003,2,,1214210,65-69
2003,2,,1121628,70-74
2003,2,,984614,75-79
2003,2,,819313,80-84
2003,2,,710450,85+
2004,1,,322654,<1
2004,1,,1234162,01-04
2004,1,,1658760,05-09
2004,1,,1759210,10-14
2004,1,,1738289,15-19
2004,1,,1706276,20-24
2004,1,,1653628,25-29
2004,1,,1903966,30-34
2004,1,,2066491,35-39
2004,1,,1973297,40-44
2004,1,,1728566,45-49
2004,1,,1615539,50-54
2004,1,,1705459,55-59
2004,1,,1313418,60-64
2004,1,,1146939,65-69
2004,1,,953538,70-74
2004,1,,737648,75-79
2004,1,,505728,80-84
2004,1,,288547,85+
2004,2,,306222,<1
2004,2,,1172289,01-04
2004,2,,1580414,05-09
2004,2,,1675080,10-14
2004,2,,1675943,15-19
2004,2,,1687160,20-24
2004,2,,1658153,25-29
2004,2,,1919327,30-34
2004,2,,2093969,35-39
2004,2,,2007179,40-44
2004,2,,1749197,45-49
2004,2,,1648952,50-54
2004,2,,1741580,55-59
2004,2,,1364646,60-64
2004,2,,1231538,65-69
2004,2,,1110969,70-74
2004,2,,977898,75-79
2004,2,,831782,80-84
2004,2,,707609,85+
2005,1,,327191,<1
2005,1,,1244157,01-04
2005,1,,1642317,05-09
2005,1,,1747300,10-14
2005,1,,1745816,15-19
2005,1,,1750579,20-24
2005,1,,1699542,25-29
2005,1,,1867014,30-34
2005,1,,2053114,35-39
2005,1,,2023842,40-44
2005,1,,1773871,45-49
2005,1,,1606897,50-54
2005,1,,1720625,55-59
2005,1,,1355976,60-64
2005,1,,1155027,65-69
2005,1,,959150,70-74
2005,1,,746893,75-79
2005,1,,503666,80-84
2005,1,,311421,85+
2005,2,,312113,<1
2005,2,,1183806,01-04
2005,2,,1564877,05-09
2005,2,,1662893,10-14
2005,2,,1698972,15-19
2005,2,,1733001,20-24
2005,2,,1712479,25-29
2005,2,,1883350,30-34
2005,2,,2070992,35-39
2005,2,,2056890,40-44
2005,2,,1792971,45-49
2005,2,,1634915,50-54
2005,2,,1757056,55-59
2005,2,,1405026,60-64
2005,2,,1239979,65-69
2005,2,,1104053,70-74
2005,2,,977962,75-79
2005,2,,812003,80-84
2005,2,,737607,85+
2006,1,,335606,<1
2006,1,,1264042,01-04
2006,1,,1616910,05-09
2006,1,,1726272,10-14
2006,1,,1777657,15-19
2006,1,,1776246,20-24
2006,1,,1751156,25-29
2006,1,,1814098,30-34
2006,1,,2037530,35-39
2006,1,,2050282,40-44
2006,1,,1826409,45-49
2006,1,,1612264,50-54
2006,1,,1720840,55-59
2006,1,,1415196,60-64
2006,1,,1145474,65-69
2006,1,,965905,70-74
2006,1,,758033,75-79
2006,1,,505251,80-84
2006,1,,334179,85+
2006,2,,320619,<1
2006,2,,1203667,01-04
2006,2,,1543657,05-09
2006,2,,1645593,10-14
2006,2,,1712646,15-19
2006,2,,1772676,20-24
2006,2,,1762909,25-29
2006,2,,1831721,30-34
2006,2,,2059965,35-39
2006,2,,2086487,40-44
2006,2,,1842383,45-49
2006,2,,1641900,50-54
2006,2,,1759836,55-59
2006,2,,1463864,60-64
2006,2,,1226827,65-69
2006,2,,1099751,70-74
2006,2,,979413,75-79
2006,2,,791950,80-84
2006,2,,771640,85+
2007,1,,346762,<1
2007,1,,1299415,01-04
2007,1,,1588723,05-09
2007,1,,1718566,10-14
2007,1,,1802018,15-19
2007,1,,1816450,20-24
2007,1,,1810890,25-29
2007,1,,1765111,30-34
2007,1,,2018340,35-39
2007,1,,2069326,40-44
2007,1,,1868913,45-49
2007,1,,1634654,50-54
2007,1,,1638458,55-59
2007,1,,1529207,60-64
2007,1,,1149698,65-69
2007,1,,979298,70-74
2007,1,,769223,75-79
2007,1,,510181,80-84
2007,1,,353835,85+
2007,2,,329804,<1
2007,2,,1237512,01-04
2007,2,,1517300,05-09
2007,2,,1636997,10-14
2007,2,,1732216,15-19
2007,2,,1801211,20-24
2007,2,,1824599,25-29
2007,2,,1773284,30-34
2007,2,,2040482,35-39
2007,2,,2108503,40-44
2007,2,,1895002,45-49
2007,2,,1662493,50-54
2007,2,,1682239,55-59
2007,2,,1583875,60-64
2007,2,,1230171,65-69
2007,2,,1105002,70-74
2007,2,,979899,75-79
2007,2,,779876,80-84
2007,2,,797859,85+
2008,1,,360134,<1
2008,1,,1334947,01-04
2008,1,,1575269,05-09
2008,1,,1708277,10-14
2008,1,,1803258,15-19
2008,1,,1833613,20-24
2008,1,,1874138,25-29
2008,1,,1748489,30-34
2008,1,,1987845,35-39
2008,1,,2071340,40-44
2008,1,,1914021,45-49
2008,1,,1670447,50-54
2008,1,,1591538,55-59
2008,1,,1597911,60-64
2008,1,,1177348,65-69
2008,1,,1000833,70-74
2008,1,,778556,75-79
2008,1,,517782,80-84
2008,1,,368575,85+
2008,2,,343308,<1
2008,2,,1273663,01-04
2008,2,,1501729,05-09
2008,2,,1628251,10-14
2008,2,,1735770,15-19
2008,2,,1834139,20-24
2008,2,,1872687,25-29
2008,2,,1752312,30-34
2008,2,,2009443,35-39
2008,2,,2103259,40-44
2008,2,,1947236,45-49
2008,2,,1693896,50-54
2008,2,,1631800,55-59
2008,2,,1654618,60-64
2008,2,,1258025,65-69
2008,2,,1121457,70-74
2008,2,,979088,75-79
2008,2,,773078,80-84
2008,2,,813640,85+
2009,1,,357124,<1
2009,1,,1373959,01-04
2009,1,,1574289,05-09
2009,1,,1696803,10-14
2009,1,,1813550,15-19
2009,1,,1830096,20-24
2009,1,,1885847,25-29
2009,1,,1773266,30-34
2009,1,,1939981,35-39
2009,1,,2068041,40-44
2009,1,,1962862,45-49
2009,1,,1707527,50-54
2009,1,,1574086,55-59
2009,1,,1627568,60-64
2009,1,,1219590,65-69
2009,1,,1021457,70-74
2009,1,,785937,75-79
2009,1,,527705,80-84
2009,1,,381992,85+
2009,2,,340700,<1
2009,2,,1312678,01-04
2009,2,,1500292,05-09
2009,2,,1614777,10-14
2009,2,,1743570,15-19
2009,2,,1840515,20-24
2009,2,,1895208,25-29
2009,2,,1762041,30-34
2009,2,,1966383,35-39
2009,2,,2097761,40-44
2009,2,,1999599,45-49
2009,2,,1728088,50-54
2009,2,,1614830,55-59
2009,2,,1685928,60-64
2009,2,,1298176,65-69
2009,2,,1139438,70-74
2009,2,,974907,75-79
2009,2,,772802,80-84
2009,2,,825880,85+
2010,1,,362310,<1
2010,1,,1406707,01-04
2010,1,,1583910,05-09
2010,1,,1685454,10-14
2010,1,,1811376,15-19
2010,1,,1869295,20-24
2010,1,,1895978,25-29
2010,1,,1807043,30-34
2010,1,,1898952,35-39
2010,1,,2041502,40-44
2010,1,,2009125,45-49
2010,1,,1750835,50-54
2010,1,,1566196,55-59
2010,1,,1647736,60-64
2010,1,,1265030,65-69
2010,1,,1033307,70-74
2010,1,,798152,75-79
2010,1,,542321,80-84
2010,1,,397508,85+
2010,2,,345180,<1
2010,2,,1341850,01-04
2010,2,,1512699,05-09
2010,2,,1603732,10-14
2010,2,,1732304,15-19
2010,2,,1853376,20-24
2010,2,,1913018,25-29
2010,2,,1802700,30-34
2010,2,,1922517,35-39
2010,2,,2076795,40-44
2010,2,,2047110,45-49
2010,2,,1772756,50-54
2010,2,,1604112,55-59
2010,2,,1706985,60-64
2010,2,,1340958,65-69
2010,2,,1148221,70-74
2010,2,,974130,75-79
2010,2,,779967,80-84
2010,2,,841276,85+
2011,1,,366537,<1
2011,1,,1428786,01-04
2011,1,,1614598,05-09
2011,1,,1660935,10-14
2011,1,,1801359,15-19
2011,1,,1924608,20-24
2011,1,,1919706,25-29
2011,1,,1852968,30-34
2011,1,,1845055,35-39
2011,1,,2026140,40-44
2011,1,,2034545,45-49
2011,1,,1798415,50-54
2011,1,,1576567,55-59
2011,1,,1652688,60-64
2011,1,,1324899,65-69
2011,1,,1027959,70-74
2011,1,,810590,75-79
2011,1,,557203,80-84
2011,1,,414079,85+
2011,2,,348918,<1
2011,2,,1362960,01-04
2011,2,,1539381,05-09
2011,2,,1583073,10-14
2011,2,,1719795,15-19
2011,2,,1884229,20-24
2011,2,,1923189,25-29
2011,2,,1851379,30-34
2011,2,,1858048,35-39
2011,2,,2068199,40-44
2011,2,,2078162,45-49
2011,2,,1826566,50-54
2011,2,,1613977,55-59
2011,2,,1714084,60-64
2011,2,,1401057,65-69
2011,2,,1140959,70-74
2011,2,,976657,75-79
2011,2,,788087,80-84
2011,2,,854570,85+
2012,1,,374930,<1
2012,1,,1454142,01-04
2012,1,,1664385,05-09
2012,1,,1627812,10-14
2012,1,,1786447,15-19
2012,1,,1944094,20-24
2012,1,,1919671,25-29
2012,1,,1886516,30-34
2012,1,,1792706,35-39
2012,1,,2003677,40-44
2012,1,,2047616,45-49
2012,1,,1850103,50-54
2012,1,,1602160,55-59
2012,1,,1572329,60-64
2012,1,,1447288,65-69
2012,1,,1038150,70-74
2012,1,,827571,75-79
2012,1,,572005,80-84
2012,1,,431782,85+
2012,2,,357066,<1
2012,2,,1387067,01-04
2012,2,,1586762,05-09
2012,2,,1551287,10-14
2012,2,,1696197,15-19
2012,2,,1893629,20-24
2012,2,,1925992,25-29
2012,2,,1898383,30-34
2012,2,,1803418,35-39
2012,2,,2048039,40-44
2012,2,,2094703,45-49
2012,2,,1880352,50-54
2012,2,,1639902,55-59
2012,2,,1636025,60-64
2012,2,,1525981,65-69
2012,2,,1151211,70-74
2012,2,,986937,75-79
2012,2,,795805,80-84
2012,2,,865656,85+
2013,1,,364958,<1
2013,1,,1475553,01-04
2013,1,,1720245,05-09
2013,1,,1609881,10-14
2013,1,,1769480,15-19
2013,1,,1940984,20-24
2013,1,,1936343,25-29
2013,1,,1922340,30-34
2013,1,,1764463,35-39
2013,1,,1977609,40-44
2013,1,,2047165,45-49
2013,1,,1896496,50-54
2013,1,,1632721,55-59
2013,1,,1533230,60-64
2013,1,,1512185,65-69
2013,1,,1066391,70-74
2013,1,,850663,75-79
2013,1,,583555,80-84
2013,1,,444934,85+
2013,2,,345969,<1
2013,2,,1406427,01-04
2013,2,,1640262,05-09
2013,2,,1533892,10-14
2013,2,,1677213,15-19
2013,2,,1880734,20-24
2013,2,,1937808,25-29
2013,2,,1941202,30-34
2013,2,,1772480,35-39
2013,2,,2016544,40-44
2013,2,,2098249,45-49
2013,2,,1931910,50-54
2013,2,,1671650,55-59
2013,2,,1596612,60-64
2013,2,,1594611,65-69
2013,2,,1179879,70-74
2013,2,,1005213,75-79
2013,2,,798147,80-84
2013,2,,870231,85+
2014,1,,357644,<1
2014,1,,1491175,01-04
2014,1,,1765445,05-09
2014,1,,1606430,10-14
2014,1,,1755860,15-19
2014,1,,1949387,20-24
2014,1,,1958743,25-29
2014,1,,1935181,30-34
2014,1,,1778066,35-39
2014,1,,1934645,40-44
2014,1,,2041819,45-49
2014,1,,1945704,50-54
2014,1,,1670449,55-59
2014,1,,1517771,60-64
2014,1,,1540906,65-69
2014,1,,1110603,70-74
2014,1,,873540,75-79
2014,1,,595901,80-84
2014,1,,465242,85+
2014,2,,340169,<1
2014,2,,1419644,01-04
2014,2,,1683244,05-09
2014,2,,1531716,10-14
2014,2,,1663541,15-19
2014,2,,1874608,20-24
2014,2,,1951740,25-29
2014,2,,1954100,30-34
2014,2,,1785685,35-39
2014,2,,1969315,40-44
2014,2,,2094357,45-49
2014,2,,1987242,50-54
2014,2,,1708826,55-59
2014,2,,1583693,60-64
2014,2,,1627388,65-69
2014,2,,1222424,70-74
2014,2,,1026027,75-79
2014,2,,801284,80-84
2014,2,,889140,85+
2015,1,,357381,<1
2015,1,,1493085,01-04
2015,1,,1811061,05-09
2015,1,,1619992,10-14
2015,1,,1746361,15-19
2015,1,,1943077,20-24
2015,1,,1986698,25-29
2015,1,,1948595,30-34
2015,1,,1815329,35-39
2015,1,,1898213,40-44
2015,1,,2026454,45-49
2015,1,,1991012,50-54
2015,1,,1718052,55-59
2015,1,,1512948,60-64
2015,1,,1560546,65-69
2015,1,,1153623,70-74
2015,1,,884511,75-79
2015,1,,607839,80-84
2015,1,,480070,85+
2015,2,,339138,<1
2015,2,,1420998,01-04
2015,2,,1726205,05-09
2015,2,,1545256,10-14
2015,2,,1652919,15-19
2015,2,,1863394,20-24
2015,2,,1966325,25-29
2015,2,,1961398,30-34
2015,2,,1826264,35-39
2015,2,,1928123,40-44
2015,2,,2077005,45-49
2015,2,,2039645,50-54
2015,2,,1757445,55-59
2015,2,,1576695,60-64
2015,2,,1652275,65-69
2015,2,,1265408,70-74
2015,2,,1035158,75-79
2015,2,,802395,80-84
2015,2,,894520,85+
2016,1,,360197,<1
2016,1,,1486131,01-04
2016,1,,1849352,05-09
2016,1,,1658079,10-14
2016,1,,1725998,15-19
2016,1,,1933772,20-24
2016,1,,2026894,25-29
2016,1,,1966231,30-34
2016,1,,1860942,35-39
2016,1,,1845297,40-44
2016,1,,2023833,45-49
2016,1,,2019914,50-54
2016,1,,1769456,55-59
2016,1,,1526604,60-64
2016,1,,1567144,65-69
2016,1,,1212195,70-74
2016,1,,881782,75-79
2016,1,,621345,80-84
2016,1,,499792,85+
2016,2,,342251,<1
2016,2,,1413728,01-04
2016,2,,1761717,05-09
2016,2,,1579294,10-14
2016,2,,1635896,15-19
2016,2,,1837268,20-24
2016,2,,1985584,25-29
2016,2,,1966190,30-34
2016,2,,1871281,35-39
2016,2,,1870975,40-44
2016,2,,2072516,45-49
2016,2,,2074534,50-54
2016,2,,1810648,55-59
2016,2,,1589157,60-64
2016,2,,1662356,65-69
2016,2,,1324285,70-74
2016,2,,1030404,75-79
2016,2,,809240,80-84
2016,2,,908935,85+
